A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,859,570,1259,1096,456,1508,256,1020,1517,249,9.23,-13.84,15.06,-39.83,3.36,-60.18,0.45,-36.07,40_0008725_0008749-reel_begin_end.tiff
2,3859,595,4245,1003,3459,1508,3274,1027,1517,249,9.23,-15.07,14.85,-35.23,3.4,-60.18,0.71,-36.42,40_0008725_0008749-reel_begin_end.tiff
3,6819,555,7194,1028,6429,1508,6226,1028,1517,249,9.08,-13.1,14.55,-36.47,3.4,-60.18,0.45,-36.47,40_0008725_0008749-reel_begin_end.tiff
4,9775,560,10150,1095,9375,1509,9222,1055,1517,249,9.03,-13.34,14.49,-39.78,3.2,-60.23,0.97,-37.8,40_0008725_0008749-reel_begin_end.tiff
5,12730,580,13112,1061,12309,1509,12105,1019,1517,249,9.39,-14.33,14.95,-38.1,3.26,-60.23,0.29,-36.02,40_0008725_0008749-reel_begin_end.tiff
6,15736,556,16129,1037,15322,1505,15129,1020,1517,249,9.33,-13.14,15.06,-36.91,3.3,-60.04,0.49,-36.07,40_0008725_0008749-reel_begin_end.tiff
7,18696,578,19079,903,18279,1508,18079,1024,1517,249,9.33,-14.23,14.91,-30.29,3.26,-60.18,0.34,-36.27,40_0008725_0008749-reel_begin_end.tiff
8,21717,561,22139,1239,21274,1510,21107,1030,1517,249,9.49,-13.39,15.64,-46.89,3.04,-60.28,0.61,-36.57,40_0008725_0008749-reel_begin_end.tiff
9,24649,595,25049,971,24257,1509,24039,1020,1517,249,9.23,-15.07,15.06,-33.65,3.52,-60.23,0.34,-36.07,40_0008725_0008749-reel_begin_end.tiff
10,27680,561,28073,1007,27277,1512,27062,1020,1517,249,9.39,-13.39,15.12,-35.43,3.52,-60.38,0.39,-36.07,40_0008725_0008749-reel_begin_end.tiff
11,30683,563,31087,1056,30287,1501,30083,1023,1517,249,9.29,-13.49,15.17,-37.85,3.52,-59.84,0.55,-36.22,40_0008725_0008749-reel_begin_end.tiff
12,33711,571,34104,928,33275,1498,33089,1020,1517,249,9.55,-13.89,15.28,-31.53,3.2,-59.69,0.49,-36.07,40_0008725_0008749-reel_begin_end.tiff
