A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2409,366,3109,1093,2256,1333,1820,988,1517,1799,9.78,-3.65,20.09,-39.16,7.52,-50.88,1.1,-34.03,40_0007500_0007524-reel_begin_end.tiff
2,8423,400,9059,1103,8219,1335,7809,968,1517,1799,9.84,-5.32,19.21,-39.65,6.83,-50.98,0.79,-33.05,40_0007500_0007524-reel_begin_end.tiff
3,11453,395,12431,1224,11313,1333,10867,991,1517,1799,9.84,-5.07,24.25,-45.56,7.77,-50.88,1.2,-34.18,40_0007500_0007524-reel_begin_end.tiff
4,14459,392,15434,1212,14306,1336,13870,992,1517,1799,9.78,-4.92,24.15,-44.97,7.52,-51.03,1.1,-34.23,40_0007500_0007524-reel_begin_end.tiff
5,17469,403,18451,1225,17255,1329,16873,984,1517,1799,9.78,-5.46,24.25,-45.61,6.63,-50.68,1.0,-33.84,40_0007500_0007524-reel_begin_end.tiff
6,20510,395,,,20331,1334,19921,986,1517,1799,9.94,-5.07,,,7.3,-50.93,1.26,-33.93,40_0007500_0007524-reel_begin_end.tiff
7,23513,377,24496,1203,23349,1335,22914,986,1517,1799,9.99,-4.19,24.47,-44.53,7.57,-50.98,1.16,-33.93,40_0007500_0007524-reel_begin_end.tiff
8,26526,400,27511,1205,26390,1330,25926,983,1517,1799,9.73,-5.32,24.25,-44.63,7.73,-50.73,0.89,-33.79,40_0007500_0007524-reel_begin_end.tiff
9,29553,388,30350,1143,29371,1333,28950,974,1517,1799,9.99,-4.73,21.73,-41.6,7.3,-50.88,1.1,-33.35,40_0007500_0007524-reel_begin_end.tiff
10,32576,396,33298,1111,32401,1330,31973,987,1517,1799,9.88,-5.12,20.52,-40.04,7.3,-50.73,1.0,-33.98,40_0007500_0007524-reel_begin_end.tiff
11,35576,390,36598,1266,35380,1330,34955,966,1517,1799,9.88,-4.83,24.94,-47.61,6.99,-50.73,0.73,-32.96,40_0007500_0007524-reel_begin_end.tiff
