A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2395,405,2941,963,2216,1335,1813,992,1517,1781,9.61,-5.62,17.52,-33.03,7.02,-51.31,1.19,-34.46,40_0007550_0007574-reel_begin_end.tiff
2,5395,405,6149,1211,5231,1334,4784,968,1517,1781,9.61,-5.62,20.53,-45.21,7.24,-51.26,0.77,-33.28,40_0007550_0007574-reel_begin_end.tiff
3,8428,394,8979,990,8282,1335,7829,977,1517,1781,9.66,-5.08,17.64,-34.36,7.54,-51.31,0.98,-33.72,40_0007550_0007574-reel_begin_end.tiff
4,11446,407,11989,1043,11268,1340,10829,973,1517,1781,9.66,-5.72,17.52,-36.96,7.08,-51.55,0.72,-33.52,40_0007550_0007574-reel_begin_end.tiff
5,14441,419,14991,946,14287,1342,13855,982,1517,1781,9.51,-6.31,17.48,-32.2,7.28,-51.65,1.03,-33.96,40_0007550_0007574-reel_begin_end.tiff
6,17471,407,17982,1161,17293,1338,16868,967,1517,1781,9.66,-5.72,17.06,-42.76,7.08,-51.45,0.92,-33.23,40_0007550_0007574-reel_begin_end.tiff
7,20502,241,21006,1075,20381,1348,19888,977,1517,1781,9.82,2.44,17.12,-38.53,8.06,-51.94,0.92,-33.72,40_0007550_0007574-reel_begin_end.tiff
8,23501,395,23959,1178,23316,1338,22898,969,1517,1781,9.66,-5.13,16.29,-43.59,6.98,-51.45,0.92,-33.33,40_0007550_0007574-reel_begin_end.tiff
9,26525,413,,,26350,1339,25914,967,1517,1781,9.72,-6.01,,,7.18,-51.5,0.87,-33.23,40_0007550_0007574-reel_begin_end.tiff
10,29544,392,,,29369,1337,28937,970,1517,1781,9.56,-4.98,,,7.02,-51.4,0.77,-33.38,40_0007550_0007574-reel_begin_end.tiff
11,32551,426,,,32408,1334,31962,972,1517,1781,9.51,-6.65,,,7.44,-51.26,0.98,-33.47,40_0007550_0007574-reel_begin_end.tiff
12,35579,393,36143,1206,35389,1340,34961,970,1517,1781,9.77,-5.03,17.94,-44.97,7.02,-51.55,0.82,-33.38,40_0007550_0007574-reel_begin_end.tiff
