A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2356,621,3189,1076,1964,1499,1780,996,1514,1773,9.33,-16.25,21.64,-38.66,3.54,-59.49,0.82,-34.72,40_0008100_0008124-reel_begin_end.tiff
2,5387,599,6228,995,5002,1503,4804,996,1514,1773,9.49,-15.17,21.92,-34.67,3.81,-59.69,0.88,-34.72,40_0008100_0008124-reel_begin_end.tiff
3,8390,562,9227,911,7997,1502,7814,997,1514,1773,9.39,-13.34,21.76,-30.53,3.58,-59.64,0.88,-34.77,40_0008100_0008124-reel_begin_end.tiff
4,11389,542,12244,998,11000,1503,10831,1006,1514,1773,9.23,-12.36,21.86,-34.82,3.48,-59.69,0.98,-35.21,40_0008100_0008124-reel_begin_end.tiff
5,14430,596,15267,895,14026,1500,13880,1033,1514,1773,9.39,-15.02,21.76,-29.74,3.42,-59.54,1.26,-36.54,40_0008100_0008124-reel_begin_end.tiff
6,17440,551,18291,997,17040,1499,16871,1000,1514,1773,9.39,-12.8,21.97,-34.77,3.48,-59.49,0.98,-34.92,40_0008100_0008124-reel_begin_end.tiff
7,20439,553,21268,835,20035,1500,19874,1001,1514,1773,9.23,-12.9,21.48,-26.79,3.26,-59.54,0.88,-34.97,40_0008100_0008124-reel_begin_end.tiff
8,23473,546,24306,1059,23065,1499,22900,1000,1514,1773,9.29,-12.56,21.6,-37.82,3.26,-59.49,0.82,-34.92,40_0008100_0008124-reel_begin_end.tiff
9,26479,555,27301,1016,26090,1500,25921,1003,1514,1773,9.23,-13.0,21.37,-35.7,3.48,-59.54,0.98,-35.06,40_0008100_0008124-reel_begin_end.tiff
10,29422,523,30233,999,29033,1500,28879,1028,1514,1773,9.13,-11.42,21.11,-34.87,3.38,-59.54,1.1,-36.3,40_0008100_0008124-reel_begin_end.tiff
11,32383,563,33238,990,31979,1502,31814,1004,1514,1773,9.29,-13.39,21.92,-34.42,3.32,-59.64,0.88,-35.11,40_0008100_0008124-reel_begin_end.tiff
12,35399,536,36254,931,34995,1499,34867,1028,1514,1773,9.23,-12.06,21.86,-31.52,3.26,-59.49,1.37,-36.3,40_0008100_0008124-reel_begin_end.tiff
