A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2372,413,,,2240,1337,1815,991,1513,1776,9.47,-6.26,,,7.54,-51.91,1.31,-34.82,40_0007600_0007624-reel_begin_end.tiff
2,5387,387,6033,740,5237,1334,4819,992,1513,1776,9.69,-4.97,19.16,-22.41,7.5,-51.76,1.37,-34.86,40_0007600_0007624-reel_begin_end.tiff
3,8412,398,9055,731,8270,1336,7834,981,1513,1776,9.47,-5.51,18.89,-21.97,7.39,-51.86,1.01,-34.32,40_0007600_0007624-reel_begin_end.tiff
4,11426,360,12055,685,11272,1329,10844,979,1513,1776,9.53,-3.64,18.75,-19.7,7.28,-51.52,1.01,-34.22,40_0007600_0007624-reel_begin_end.tiff
5,14432,394,15068,701,14290,1339,13850,978,1513,1776,9.47,-5.32,18.79,-20.49,7.39,-52.01,0.95,-34.17,40_0007600_0007624-reel_begin_end.tiff
6,17470,401,,,17305,1337,16888,991,1513,1776,9.59,-5.66,,,7.17,-51.91,1.06,-34.82,40_0007600_0007624-reel_begin_end.tiff
7,20480,363,21094,818,20315,1338,19901,993,1513,1776,9.59,-3.78,18.59,-26.27,7.17,-51.96,1.11,-34.91,40_0007600_0007624-reel_begin_end.tiff
8,23480,395,,,23319,1340,22890,970,1513,1776,9.59,-5.37,,,7.23,-52.06,0.95,-33.78,40_0007600_0007624-reel_begin_end.tiff
9,26520,394,,,26342,1337,25935,993,1513,1776,9.74,-5.32,,,7.13,-51.91,1.17,-34.91,40_0007600_0007624-reel_begin_end.tiff
10,29526,395,,,29387,1337,28940,977,1513,1776,9.53,-5.37,,,7.5,-51.91,0.95,-34.12,40_0007600_0007624-reel_begin_end.tiff
11,32533,392,,,32351,1332,31937,967,1513,1776,9.63,-5.22,,,6.97,-51.66,0.9,-33.63,40_0007600_0007624-reel_begin_end.tiff
12,35556,387,,,35427,1337,34960,965,1513,1776,9.53,-4.97,,,7.64,-51.91,0.8,-33.53,40_0007600_0007624-reel_begin_end.tiff
