A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1648,700,,,926,1338,494,985,1503,484,18.1,-20.2,,,7.64,-52.1,1.39,-34.45,40_0007050_0007074-reel_begin_end.tiff
2,4664,750,,,3968,1335,3511,969,1503,484,18.04,-22.7,,,7.96,-51.95,1.34,-33.65,40_0007050_0007074-reel_begin_end.tiff
3,7650,749,,,6903,1338,6504,976,1503,484,17.84,-22.65,,,7.02,-52.1,1.24,-34.0,40_0007050_0007074-reel_begin_end.tiff
4,10656,715,,,9984,1342,9538,982,1503,484,17.64,-20.95,,,7.9,-52.3,1.44,-34.3,40_0007050_0007074-reel_begin_end.tiff
5,13675,712,,,13000,1342,12561,973,1503,484,17.48,-20.8,,,7.7,-52.3,1.34,-33.85,40_0007050_0007074-reel_begin_end.tiff
6,16671,721,,,15963,1344,15564,973,1503,484,17.27,-21.25,,,7.02,-52.4,1.24,-33.85,40_0007050_0007074-reel_begin_end.tiff
7,19673,698,,,18980,1339,18584,979,1503,484,17.01,-20.1,,,6.98,-52.15,1.24,-34.15,40_0007050_0007074-reel_begin_end.tiff
8,22692,706,,,22006,1341,21603,980,1503,484,16.85,-20.5,,,6.92,-52.25,1.08,-34.2,40_0007050_0007074-reel_begin_end.tiff
9,25687,708,,,25033,1344,24619,971,1503,484,16.65,-20.6,,,7.18,-52.4,1.18,-33.75,40_0007050_0007074-reel_begin_end.tiff
10,28686,709,,,28247,1341,27629,970,1503,484,16.49,-20.65,,,10.13,-52.25,1.18,-33.7,40_0007050_0007074-reel_begin_end.tiff
11,31703,689,,,31081,1344,30663,974,1503,484,16.45,-19.65,,,7.44,-52.4,1.39,-33.9,40_0007050_0007074-reel_begin_end.tiff
12,34705,719,,,34297,1341,33676,976,1503,484,16.19,-21.15,,,10.28,-52.25,1.28,-34.0,40_0007050_0007074-reel_begin_end.tiff
