A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2320,531,3374,1221,2248,1334,1795,996,1520,1791,8.56,-11.38,23.91,-45.47,7.51,-51.06,0.91,-34.36,40_0007900_0007924-reel_begin_end.tiff
2,5313,395,6388,1216,5227,1339,4809,1028,1520,1791,8.46,-4.66,24.12,-45.23,7.21,-51.3,1.12,-35.94,40_0007900_0007924-reel_begin_end.tiff
3,8333,488,9098,1106,8216,1340,7823,1010,1520,1791,8.6,-9.26,19.75,-39.79,6.9,-51.35,1.18,-35.05,40_0007900_0007924-reel_begin_end.tiff
4,11398,667,12324,1166,11248,1343,10856,1038,1520,1791,8.97,-18.1,22.46,-42.76,6.78,-51.5,1.07,-36.43,40_0007900_0007924-reel_begin_end.tiff
5,14370,494,15256,1146,14284,1342,13841,993,1520,1791,8.56,-9.55,21.47,-41.77,7.31,-51.45,0.85,-34.21,40_0007900_0007924-reel_begin_end.tiff
6,17397,487,18340,1222,17261,1339,16851,991,1520,1791,8.66,-9.21,22.4,-45.52,6.68,-51.3,0.71,-34.11,40_0007900_0007924-reel_begin_end.tiff
7,20435,596,21392,1162,20363,1341,19892,1000,1520,1791,8.92,-14.59,22.86,-42.56,7.88,-51.4,1.01,-34.55,40_0007900_0007924-reel_begin_end.tiff
8,23445,566,24424,1167,23306,1337,22902,1002,1520,1791,8.92,-13.11,23.18,-42.81,6.9,-51.21,1.01,-34.65,40_0007900_0007924-reel_begin_end.tiff
9,26462,564,27441,1045,26312,1338,25901,990,1520,1791,9.03,-13.01,23.29,-36.78,6.84,-51.26,0.85,-34.06,40_0007900_0007924-reel_begin_end.tiff
10,29481,516,30467,1172,29335,1339,28935,995,1520,1791,8.87,-10.64,23.23,-43.05,6.74,-51.3,0.91,-34.31,40_0007900_0007924-reel_begin_end.tiff
11,32484,517,33434,1125,32291,1352,31945,995,1520,1791,8.76,-10.69,22.6,-40.73,5.95,-51.95,0.91,-34.31,40_0007900_0007924-reel_begin_end.tiff
12,35512,518,36441,1141,35383,1338,34966,1025,1520,1791,9.03,-10.74,22.56,-41.52,7.15,-51.26,1.07,-35.79,40_0007900_0007924-reel_begin_end.tiff
