A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,3026,708,3130,932,2637,1340,1991,980,1513,1994,16.12,-21.83,17.65,-32.52,10.42,-51.99,0.96,-34.81,40_0007025_0007049-reel_begin_end.tiff
2,6029,664,6272,1285,5461,1340,5018,976,1513,1994,16.02,-19.73,19.58,-49.36,7.7,-51.99,1.21,-34.62,40_0007025_0007049-reel_begin_end.tiff
3,9036,728,,,8418,1342,8025,982,1513,1994,15.98,-22.78,,,6.92,-52.09,1.16,-34.9,40_0007025_0007049-reel_begin_end.tiff
4,12059,686,,,11466,1344,11052,982,1513,1994,16.02,-20.78,,,7.33,-52.18,1.27,-34.9,40_0007025_0007049-reel_begin_end.tiff
5,15078,345,15453,1099,14668,1323,14068,991,1513,1994,15.86,-4.5,21.35,-40.49,9.85,-51.18,1.06,-35.33,40_0007025_0007049-reel_begin_end.tiff
6,18078,418,,,17463,1331,17074,991,1513,1994,15.71,-7.99,,,6.7,-51.56,1.0,-35.33,40_0007025_0007049-reel_begin_end.tiff
7,21108,357,21494,1100,20555,1316,20091,995,1513,1994,15.86,-5.07,21.51,-40.54,7.76,-50.84,0.96,-35.52,40_0007025_0007049-reel_begin_end.tiff
8,24138,432,24599,1125,23578,1320,23117,1009,1513,1994,15.86,-8.65,22.61,-41.73,7.65,-51.04,0.9,-36.19,40_0007025_0007049-reel_begin_end.tiff
9,27142,418,27531,878,26578,1319,26128,1006,1513,1994,15.92,-7.99,21.62,-29.94,7.65,-50.99,1.06,-36.05,40_0007025_0007049-reel_begin_end.tiff
10,30156,274,30545,1042,29534,1319,29156,1010,1513,1994,15.98,-1.11,21.68,-37.77,6.86,-50.99,1.33,-36.24,40_0007025_0007049-reel_begin_end.tiff
11,33186,429,33532,956,32446,1331,32178,1005,1513,1994,15.98,-8.51,21.05,-33.66,5.13,-51.56,1.21,-36.0,40_0007025_0007049-reel_begin_end.tiff
12,36196,399,,,35768,1319,35175,986,1513,1994,16.12,-7.08,,,9.85,-50.99,1.16,-35.09,40_0007025_0007049-reel_begin_end.tiff
