A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,635,528,1413,1093,474,1505,279,1000,1510,268,6.15,-11.59,17.51,-39.58,3.8,-60.0,0.95,-34.98,40_0008025_0008049-reel_begin_end.tiff
2,3641,501,4455,1142,3457,1497,3278,998,1510,268,6.21,-10.25,18.09,-42.01,3.52,-59.6,0.91,-34.88,40_0008025_0008049-reel_begin_end.tiff
3,6662,524,7510,1155,6479,1496,6310,995,1510,268,5.93,-11.39,18.31,-42.66,3.26,-59.55,0.79,-34.73,40_0008025_0008049-reel_begin_end.tiff
4,9595,556,10457,1089,9430,1496,9250,998,1510,268,5.83,-12.98,18.42,-39.39,3.42,-59.55,0.79,-34.88,40_0008025_0008049-reel_begin_end.tiff
5,12520,519,13390,1071,12366,1497,12201,1000,1510,268,5.61,-11.14,18.31,-38.49,3.36,-59.6,0.95,-34.98,40_0008025_0008049-reel_begin_end.tiff
6,15473,460,16372,1215,15326,1495,15154,994,1510,268,5.51,-8.22,18.63,-45.63,3.36,-59.5,0.85,-34.68,40_0008025_0008049-reel_begin_end.tiff
7,18416,753,19329,1292,18269,1498,18108,999,1510,268,5.41,-22.74,18.74,-49.45,3.26,-59.65,0.91,-34.93,40_0008025_0008049-reel_begin_end.tiff
8,21342,487,22252,1002,21214,1493,21049,1004,1510,268,5.35,-9.56,18.63,-35.08,3.48,-59.41,1.07,-35.17,40_0008025_0008049-reel_begin_end.tiff
9,24287,418,25223,1086,24159,1499,23994,995,1510,268,5.13,-6.14,18.8,-39.24,3.26,-59.7,0.85,-34.73,40_0008025_0008049-reel_begin_end.tiff
10,27243,441,28167,1070,27136,1499,26971,1004,1510,268,4.93,-7.28,18.42,-38.44,3.36,-59.7,0.95,-35.17,40_0008025_0008049-reel_begin_end.tiff
11,30239,416,31211,1169,30140,1497,29971,998,1510,268,4.87,-6.04,19.06,-43.35,3.42,-59.6,0.95,-34.88,40_0008025_0008049-reel_begin_end.tiff
12,33264,198,34236,899,34497,1358,32996,989,1510,268,5.09,4.76,19.28,-29.97,23.09,-52.72,1.17,-34.43,40_0008025_0008049-reel_begin_end.tiff
