A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2075,200,2997,1018,1879,1097,1829,933,1506,1807,4.79,3.24,18.87,-36.48,1.79,-40.31,1.03,-32.35,40_0007950_0007974-reel_begin_end.tiff
2,5082,222,5968,1002,4896,1093,4828,928,1506,1807,4.74,2.17,18.27,-35.7,1.9,-40.12,0.86,-32.11,40_0007950_0007974-reel_begin_end.tiff
3,8145,359,8998,855,7923,1081,7820,955,1506,1807,5.4,-4.48,18.43,-28.56,2.01,-39.54,0.43,-33.42,40_0007950_0007974-reel_begin_end.tiff
4,11147,204,12015,866,10929,1077,10850,977,1506,1807,5.12,3.05,18.38,-29.1,1.79,-39.34,0.59,-34.49,40_0007950_0007974-reel_begin_end.tiff
5,14179,200,15029,759,13933,1073,13847,972,1506,1807,5.61,3.24,18.59,-23.9,1.85,-39.15,0.54,-34.24,40_0007950_0007974-reel_begin_end.tiff
6,17216,198,18048,802,16963,1070,16873,969,1506,1807,5.72,3.34,18.43,-25.99,1.85,-39.0,0.48,-34.1,40_0007950_0007974-reel_begin_end.tiff
7,20240,201,21036,845,19990,1069,19915,936,1506,1807,5.78,3.19,17.94,-28.08,1.96,-38.95,0.82,-32.49,40_0007950_0007974-reel_begin_end.tiff
8,23267,200,24035,766,22996,1069,22914,972,1506,1807,6.04,3.24,17.77,-24.24,1.9,-38.95,0.65,-34.24,40_0007950_0007974-reel_begin_end.tiff
9,26305,198,27048,746,26013,1063,25930,978,1506,1807,6.31,3.34,17.66,-23.27,1.85,-38.66,0.59,-34.53,40_0007950_0007974-reel_begin_end.tiff
10,29347,199,30061,717,29043,1052,28940,952,1506,1807,6.65,3.29,17.55,-21.86,2.01,-38.13,0.43,-33.27,40_0007950_0007974-reel_begin_end.tiff
11,32382,199,33057,674,32046,1040,31971,939,1506,1807,7.03,3.29,17.34,-19.77,1.9,-37.54,0.75,-32.64,40_0007950_0007974-reel_begin_end.tiff
12,35420,199,36063,779,35059,1032,34998,927,1506,1807,7.31,3.29,17.13,-24.87,1.79,-37.16,0.86,-32.06,40_0007950_0007974-reel_begin_end.tiff
