A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1494,679,1773,1296,872,1358,480,989,1513,469,16.25,-19.43,20.41,-49.74,6.98,-52.79,1.13,-34.66,40_0006900_0006924-reel_begin_end.tiff
2,4518,712,4839,1304,4150,1358,3496,976,1513,469,16.31,-21.05,21.1,-50.13,10.83,-52.79,1.07,-34.02,40_0006900_0006924-reel_begin_end.tiff
3,7548,681,7819,1278,6919,1357,6519,972,1513,469,16.31,-19.53,20.35,-48.86,6.93,-52.74,0.97,-33.82,40_0006900_0006924-reel_begin_end.tiff
4,10554,701,10811,1274,9990,1357,9536,987,1513,469,16.25,-20.51,20.09,-48.66,7.84,-52.74,1.07,-34.56,40_0006900_0006924-reel_begin_end.tiff
5,13564,686,13832,1291,12960,1360,12539,977,1513,469,16.25,-19.78,20.25,-49.49,7.25,-52.88,0.97,-34.07,40_0006900_0006924-reel_begin_end.tiff
6,16601,682,16744,1015,16015,1357,15573,973,1513,469,16.36,-19.58,18.49,-35.94,7.62,-52.74,1.03,-33.87,40_0006900_0006924-reel_begin_end.tiff
7,19604,712,19900,1299,19043,1360,18590,984,1513,469,16.25,-21.05,20.67,-49.89,7.89,-52.88,1.13,-34.41,40_0006900_0006924-reel_begin_end.tiff
8,22614,699,,,21982,1360,21593,973,1513,469,16.25,-20.41,,,6.83,-52.88,1.03,-33.87,40_0006900_0006924-reel_begin_end.tiff
9,25644,685,,,25055,1358,24630,981,1513,469,16.25,-19.73,,,7.47,-52.79,1.13,-34.27,40_0006900_0006924-reel_begin_end.tiff
10,28661,702,,,28022,1360,27640,980,1513,469,16.36,-20.56,,,6.83,-52.88,1.13,-34.22,40_0006900_0006924-reel_begin_end.tiff
11,31671,686,,,31235,1358,30643,973,1513,469,16.36,-19.78,,,9.86,-52.79,1.03,-33.87,40_0006900_0006924-reel_begin_end.tiff
12,34688,676,,,34134,1357,33680,990,1513,469,16.31,-19.28,,,8.05,-52.74,1.28,-34.71,40_0006900_0006924-reel_begin_end.tiff
