A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2817,673,2989,1116,3367,1358,1989,988,1513,1984,10.33,-20.1,12.85,-41.49,18.38,-53.17,-1.81,-35.31,40_0006775_0006799-reel_begin_end.tiff
2,5795,667,5974,1204,6217,1352,4999,991,1513,1984,9.86,-19.81,12.48,-45.73,16.04,-52.88,-1.81,-35.45,40_0006775_0006799-reel_begin_end.tiff
3,8800,689,8975,930,9318,1355,8018,1006,1513,1984,9.49,-20.87,12.05,-32.51,17.08,-53.02,-1.97,-36.18,40_0006775_0006799-reel_begin_end.tiff
4,11792,674,11974,878,12303,1358,11042,993,1513,1984,9.23,-20.15,11.89,-30.0,16.71,-53.17,-1.76,-35.55,40_0006775_0006799-reel_begin_end.tiff
5,14782,665,14957,813,15335,1359,14042,989,1513,1984,9.08,-19.71,11.64,-26.86,17.18,-53.22,-1.76,-35.36,40_0006775_0006799-reel_begin_end.tiff
6,17779,645,17958,767,17508,1366,17069,989,1513,1984,8.6,-18.75,11.22,-24.64,4.63,-53.56,-1.81,-35.36,40_0006775_0006799-reel_begin_end.tiff
7,20775,652,20953,895,20536,1365,20086,988,1513,1984,8.19,-19.09,10.79,-30.82,4.68,-53.51,-1.91,-35.31,40_0006775_0006799-reel_begin_end.tiff
8,23757,643,23928,785,23546,1369,23093,994,1513,1984,7.92,-18.65,10.43,-25.51,4.83,-53.7,-1.81,-35.6,40_0006775_0006799-reel_begin_end.tiff
9,26759,650,26931,788,26545,1367,26106,1003,1513,1984,7.66,-18.99,10.18,-25.65,4.52,-53.6,-1.91,-36.03,40_0006775_0006799-reel_begin_end.tiff
10,29764,658,29939,871,29514,1372,29136,994,1513,1984,7.29,-19.38,9.86,-29.66,3.63,-53.84,-1.91,-35.6,40_0006775_0006799-reel_begin_end.tiff
11,32746,656,32918,857,32464,1379,32139,994,1513,1984,7.03,-19.28,9.55,-28.98,2.9,-54.18,-1.86,-35.6,40_0006775_0006799-reel_begin_end.tiff
12,35735,646,35910,920,35513,1368,35167,1005,1513,1984,6.72,-18.8,9.29,-32.02,3.47,-53.65,-1.6,-36.13,40_0006775_0006799-reel_begin_end.tiff
