A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,1120,572,,,556,1496,367,1011,1513,356,13.3,-13.09,,,4.69,-59.29,1.8,-35.04,40_0008375_0008399-reel_begin_end.tiff
2,4123,565,,,3587,1499,3380,1034,1513,356,13.19,-12.74,,,5.01,-59.44,1.85,-36.19,40_0008375_0008399-reel_begin_end.tiff
3,7149,581,,,6610,1495,6435,1030,1513,356,13.13,-13.54,,,4.9,-59.24,2.23,-35.99,40_0008375_0008399-reel_begin_end.tiff
4,10176,559,,,9622,1497,9454,1031,1513,356,13.09,-12.44,,,4.63,-59.34,2.06,-36.04,40_0008375_0008399-reel_begin_end.tiff
5,13172,595,,,12633,1498,12469,1034,1513,356,13.03,-14.24,,,4.79,-59.39,2.29,-36.19,40_0008375_0008399-reel_begin_end.tiff
6,16207,550,,,15685,1498,15489,1032,1513,356,13.25,-11.99,,,5.28,-59.39,2.29,-36.09,40_0008375_0008399-reel_begin_end.tiff
7,19227,545,20002,791,18669,1500,18498,1040,1513,356,13.25,-11.74,25.09,-24.04,4.73,-59.49,2.12,-36.49,40_0008375_0008399-reel_begin_end.tiff
8,22226,556,,,21676,1497,21508,1031,1513,356,13.09,-12.29,,,4.69,-59.34,2.12,-36.04,40_0008375_0008399-reel_begin_end.tiff
9,25257,568,,,24717,1499,24542,1035,1513,356,13.25,-12.89,,,5.01,-59.44,2.33,-36.24,40_0008375_0008399-reel_begin_end.tiff
10,28276,585,,,27722,1496,27537,1038,1513,356,13.09,-13.74,,,4.63,-59.29,1.8,-36.39,40_0008375_0008399-reel_begin_end.tiff
11,31290,586,,,30754,1498,30572,1031,1513,356,13.3,-13.79,,,5.11,-59.39,2.33,-36.04,40_0008375_0008399-reel_begin_end.tiff
12,34307,582,,,33764,1500,33596,1045,1513,356,13.25,-13.59,,,4.96,-59.49,2.4,-36.74,40_0008375_0008399-reel_begin_end.tiff
