A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,Filename
1,2092,282,2361,437,1901,1238,1200,984,1588,1200,13.91,2.64,17.85,-4.77,11.11,-43.07,0.83,-30.92,40_0013125_0013149-reel_begin_end.tiff
2,5092,283,5361,447,4723,1210,4227,985,1588,1200,13.47,2.6,17.41,-5.25,8.06,-41.73,0.79,-30.97,40_0013125_0013149-reel_begin_end.tiff
3,8401,281,8763,432,8115,1202,7270,979,1588,1200,17.41,2.69,22.72,-4.53,13.22,-41.35,0.83,-30.69,40_0013125_0013149-reel_begin_end.tiff
4,11463,373,11809,388,10836,1290,10363,1088,1588,1200,16.95,-1.71,22.03,-2.42,7.76,-45.56,0.83,-35.9,40_0013125_0013149-reel_begin_end.tiff
5,14446,377,14799,442,14104,1301,13393,1091,1588,1200,16.27,-1.9,21.44,-5.01,11.25,-46.08,0.83,-36.04,40_0013125_0013149-reel_begin_end.tiff
6,17399,381,17755,441,17279,1289,16403,1091,1588,1200,15.43,-2.09,20.65,-4.96,13.67,-45.51,0.83,-36.04,40_0013125_0013149-reel_begin_end.tiff
7,20359,383,20715,462,19946,1233,19410,1091,1588,1200,14.7,-2.19,19.92,-5.96,8.64,-42.83,0.79,-36.04,40_0013125_0013149-reel_begin_end.tiff
8,23342,381,23694,398,22899,1182,22436,1090,1588,1200,14.15,-2.09,19.31,-2.9,7.66,-40.39,0.87,-35.99,40_0013125_0013149-reel_begin_end.tiff
9,26318,380,26677,558,26191,1184,25460,1088,1588,1200,13.36,-2.04,18.63,-10.55,11.5,-40.49,0.79,-35.9,40_0013125_0013149-reel_begin_end.tiff
10,29285,378,29630,561,29033,1176,28463,1088,1588,1200,12.88,-1.95,17.94,-10.7,9.18,-40.11,0.83,-35.9,40_0013125_0013149-reel_begin_end.tiff
11,32258,379,32620,464,32130,1161,31480,1088,1588,1200,12.19,-1.99,17.5,-6.06,10.31,-39.39,0.79,-35.9,40_0013125_0013149-reel_begin_end.tiff
12,35241,383,35587,378,34758,1157,34510,1090,1588,1200,11.5,-2.19,16.57,-1.95,4.42,-39.2,0.79,-35.99,40_0013125_0013149-reel_begin_end.tiff
