A-scope Number,x_surface_px,y_surface_px,x_bed_px,y_bed_px,x_noisefloor_px,y_noisefloor_px,x_mainbang_px,y_mainbang_px,reference_line_y,reference_line_x,surface_us,surface_dB,bed_us,bed_dB,noisefloor_us,noisefloor_dB,mainbang_us,mainbang_dB,FLT,filename,CBD,LAT,LON
1,2160,309,2210,309,1858,1336,1224,1011,1584,1227,14.77,1.51,15.51,1.51,10.32,-47.6,0.97,-32.05,103,40_0012525_0012549-reel_begin_end,55,-77.932205,169.494995
2,5176,316,5250,303,5116,1359,4230,1014,1584,1227,14.96,1.18,16.05,1.8,14.08,-48.7,1.02,-32.2,103,40_0012525_0012549-reel_begin_end,56,-77.935593,169.6026
3,8220,306,8297,299,7851,1323,7257,1021,1584,1227,15.25,1.66,16.39,1.99,9.82,-46.97,1.06,-32.53,103,40_0012525_0012549-reel_begin_end,57,-77.941101,169.703201
4,11254,313,11305,306,10885,1343,10275,1021,1584,1227,15.55,1.32,16.3,1.66,10.11,-47.93,1.12,-32.53,103,40_0012525_0012549-reel_begin_end,58,-77.945297,169.799103
5,14278,309,14335,309,13986,1316,13282,1014,1584,1227,15.84,1.51,16.68,1.51,11.54,-46.64,1.16,-32.2,103,40_0012525_0012549-reel_begin_end,59,-77.950104,169.899002
6,17323,299,17376,303,17078,1282,16293,1021,1584,1227,16.15,1.99,16.93,1.8,12.54,-45.01,0.97,-32.53,103,40_0012525_0012549-reel_begin_end,60,-77.953506,170.000397
7,20363,306,20417,306,20061,1202,19323,1011,1584,1227,16.39,1.66,17.19,1.66,11.94,-41.19,1.06,-32.05,103,40_0012525_0012549-reel_begin_end,61,-77.958405,170.097504
8,23380,309,23433,303,23011,1175,22326,1014,1584,1227,16.6,1.51,17.38,1.8,11.16,-39.9,1.06,-32.2,103,40_0012525_0012549-reel_begin_end,62,-77.963196,170.196899
9,26414,303,26471,299,25605,1249,25344,1014,1584,1227,16.74,1.8,17.58,1.99,4.82,-43.44,0.97,-32.2,103,40_0012525_0012549-reel_begin_end,63,-77.965897,170.302307
10,29455,303,29518,299,29045,1326,28368,1017,1584,1227,16.99,1.8,17.92,1.99,10.95,-47.12,0.97,-32.34,103,40_0012525_0012549-reel_begin_end,64,-77.970703,170.404999
11,32472,313,32536,309,31831,1296,31375,1021,1584,1227,17.33,1.32,18.28,1.51,7.88,-45.68,1.16,-32.53,103,40_0012525_0012549-reel_begin_end,65,-77.976898,170.514603
12,35503,313,35566,303,35244,1353,34386,1021,1584,1227,17.44,1.32,18.36,1.8,13.62,-48.41,0.97,-32.53,103,40_0012525_0012549-reel_begin_end,66,-77.982407,170.614502
1,3878,306,3952,299,3217,1309,2727,1024,1588,2727,18.09,1.8,19.2,2.14,8.24,-46.42,0.94,-32.72,103,40_0012550_0012574-reel_begin_end,68,-77.989899,170.815308
2,6902,303,6976,303,6523,1343,5738,1024,1588,2727,18.39,1.94,19.49,1.94,12.74,-48.05,1.04,-32.72,103,40_0012550_0012574-reel_begin_end,69,-77.994095,170.917206
3,9950,319,10023,306,9534,1333,8765,1021,1588,2727,18.75,1.17,19.84,1.8,12.55,-47.57,1.09,-32.57,103,40_0012550_0012574-reel_begin_end,70,-77.998901,171.033005
4,12973,303,13067,350,12889,1370,11775,1024,1588,2727,18.75,1.94,20.15,-0.32,17.5,-49.35,0.89,-32.72,103,40_0012550_0012574-reel_begin_end,71,-78.003693,171.146698
5,15983,303,16071,303,15601,1346,14782,1024,1588,2727,18.84,1.94,20.15,1.94,13.14,-48.2,0.94,-32.72,103,40_0012550_0012574-reel_begin_end,72,-78.008499,171.2686
6,19024,313,19115,309,18279,1282,17803,1017,1588,2727,19.09,1.46,20.45,1.66,7.99,-45.12,0.89,-32.38,103,40_0012550_0012574-reel_begin_end,73,-78.014008,171.384399
7,22057,309,22154,309,21772,1336,20823,1024,1588,2727,19.24,1.66,20.69,1.66,14.99,-47.72,0.85,-32.72,103,40_0012550_0012574-reel_begin_end,74,-78.017395,171.516693
8,25079,309,25173,309,24455,1289,23828,1027,1588,2727,19.64,1.66,21.04,1.66,10.34,-45.46,1.0,-32.86,103,40_0012550_0012574-reel_begin_end,75,-78.0215,171.637299
9,28113,299,28217,306,27341,1296,26852,1024,1588,2727,19.79,2.14,21.34,1.8,8.29,-45.79,1.0,-32.72,103,40_0012550_0012574-reel_begin_end,76,-78.026993,171.757904
10,31153,306,31250,303,30801,1329,29871,1021,1588,2727,20.04,1.8,21.49,1.94,14.8,-47.38,0.94,-32.57,103,40_0012550_0012574-reel_begin_end,77,-78.031097,171.879105
11,34153,306,34257,303,33395,1292,32879,1021,1588,2727,19.99,1.8,21.54,1.94,8.69,-45.6,1.0,-32.57,103,40_0012550_0012574-reel_begin_end,78,-78.033905,171.997604
12,37169,299,37277,303,36384,1292,35898,1017,1588,2727,22.24,2.14,23.85,1.94,10.54,-45.6,3.29,-32.38,103,40_0012550_0012574-reel_begin_end,79,-78.036606,172.117493
1,2492,303,2599,299,1989,1313,1231,1017,1591,1227,19.53,1.48,21.09,1.67,12.19,-46.82,1.14,-32.66,103,40_0012575_0012599-reel_begin_end,80,-78.038696,172.237396
2,5493,303,5603,303,4711,1299,4228,1021,1591,1227,19.48,1.48,21.09,1.48,8.08,-46.15,1.04,-32.85,103,40_0012575_0012599-reel_begin_end,81,-78.039307,172.358002
3,8493,306,8607,303,8081,1339,7245,1024,1591,1227,19.28,1.34,20.94,1.48,13.27,-48.06,1.08,-33.0,103,40_0012575_0012599-reel_begin_end,82,-78.041397,172.481995
4,11520,303,11630,303,10946,1316,10272,1024,1591,1227,19.34,1.48,20.94,1.48,10.97,-46.96,1.14,-33.0,103,40_0012575_0012599-reel_begin_end,83,-78.046204,172.608704
5,14530,313,14644,303,13779,1296,13282,1024,1591,1227,19.28,1.0,20.94,1.48,8.33,-46.0,1.08,-33.0,103,40_0012575_0012599-reel_begin_end,84,-78.048904,172.729996
6,17538,309,17652,313,17242,1349,16290,1021,1591,1227,19.34,1.19,21.0,1.0,15.02,-48.54,1.14,-32.85,103,40_0012575_0012599-reel_begin_end,85,-78.054398,172.853302
7,20572,309,20682,306,19921,1299,19317,1021,1591,1227,19.34,1.19,20.94,1.34,9.85,-46.15,1.04,-32.85,103,40_0012575_0012599-reel_begin_end,86,-78.056396,172.970398
8,23578,306,23699,306,22635,1286,22333,1021,1591,1227,19.23,1.34,21.0,1.34,5.49,-45.53,1.08,-32.85,103,40_0012575_0012599-reel_begin_end,87,-78.059097,173.090302
9,26582,306,26693,299,25535,1229,25337,1017,1591,1227,19.23,1.34,20.85,1.67,3.97,-42.8,1.08,-32.66,103,40_0012575_0012599-reel_begin_end,88,-78.061203,173.214401
10,29615,309,29726,313,29357,1363,28367,1021,1591,1227,19.23,1.19,20.85,1.0,15.47,-49.21,1.04,-32.85,103,40_0012575_0012599-reel_begin_end,89,-78.064606,173.337006
11,32622,309,32770,514,31783,1302,31381,1027,1591,1227,19.28,1.19,21.44,-8.61,7.05,-46.29,1.18,-33.14,103,40_0012575_0012599-reel_begin_end,90,-78.065994,173.458206
12,35626,303,35764,494,35153,1296,34385,1021,1591,1227,19.13,1.48,21.14,-7.65,12.24,-46.0,1.04,-32.85,103,40_0012575_0012599-reel_begin_end,91,-78.068695,173.5802
1,3974,306,4092,316,3729,1373,2733,1024,1584,2733,19.13,1.8,20.85,1.32,15.56,-49.5,1.04,-32.72,103,40_0012600_0012624-reel_begin_end,92,-78.071396,173.711105
2,6982,303,7106,474,6730,1356,5737,1024,1584,2733,19.19,1.94,20.99,-6.28,15.51,-48.68,1.04,-32.72,103,40_0012600_0012624-reel_begin_end,93,-78.074203,173.835098
3,9998,306,10125,363,9454,1333,8757,1024,1584,2733,19.09,1.8,20.94,-0.94,11.15,-47.57,0.99,-32.72,103,40_0012600_0012624-reel_begin_end,94,-78.074799,173.959793
4,13031,306,13145,296,12783,1349,11783,1024,1584,2733,19.23,1.8,20.89,2.28,15.62,-48.34,1.04,-32.72,103,40_0012600_0012624-reel_begin_end,95,-78.076202,174.084503
5,16028,299,16146,299,15706,1333,14784,1021,1584,2733,19.13,2.14,20.85,2.14,14.43,-47.57,0.99,-32.57,103,40_0012600_0012624-reel_begin_end,96,-78.079605,174.207199
6,19049,303,19166,376,18744,1296,17804,1021,1584,2733,19.23,1.94,20.94,-1.57,14.78,-45.79,1.08,-32.57,103,40_0012600_0012624-reel_begin_end,97,-78.079498,174.331802
7,22072,303,22314,625,21253,1306,20827,1024,1584,2733,19.23,1.94,22.76,-13.54,7.29,-46.28,1.08,-32.72,103,40_0012600_0012624-reel_begin_end,98,-78.082306,174.455902
8,25075,306,25290,769,24736,1356,23834,1024,1584,2733,19.09,1.8,22.22,-20.46,14.14,-48.68,0.99,-32.72,103,40_0012600_0012624-reel_begin_end,99,-78.085007,174.584
9,28086,306,28257,621,27421,1306,26848,1017,1584,2733,19.19,1.8,21.68,-13.34,9.49,-46.28,1.14,-32.38,103,40_0012600_0012624-reel_begin_end,100,-78.088394,174.706696
10,31119,306,31250,524,30287,1232,29874,1024,1584,2733,19.19,1.8,21.1,-8.68,7.06,-42.72,1.04,-32.72,103,40_0012600_0012624-reel_begin_end,101,-78.092499,174.843094
11,34126,309,34243,574,33351,1286,32878,1021,1584,2733,19.23,1.66,20.94,-11.08,7.93,-45.31,1.04,-32.57,103,40_0012600_0012624-reel_begin_end,102,-78.095901,174.964996
12,37131,306,37252,477,36909,1363,35886,1027,1584,2733,21.14,1.8,22.9,-6.42,17.9,-49.02,2.99,-32.86,103,40_0012600_0012624-reel_begin_end,103,-78.098602,175.093094
1,2469,306,2587,621,1715,1299,1225,1024,1588,1228,19.39,1.64,21.14,-13.5,8.22,-46.1,0.96,-32.88,103,40_0012625_0012649-reel_begin_end,105,-78.104004,175.344604
2,5480,309,5594,340,5332,1363,4239,1027,1588,1228,19.45,1.49,21.14,0.0,17.26,-49.18,1.06,-33.02,103,40_0012625_0012649-reel_begin_end,106,-78.107407,175.469406
3,8481,306,8605,631,7938,1316,7240,1027,1588,1228,19.35,1.64,21.19,-13.99,11.3,-46.92,0.96,-33.02,103,40_0012625_0012649-reel_begin_end,107,-78.111496,175.596802
4,11510,303,11638,611,10752,1296,10269,1021,1588,1228,19.39,1.78,21.29,-13.02,8.16,-45.96,1.0,-32.73,103,40_0012625_0012649-reel_begin_end,108,-78.117004,175.724197
5,14527,299,14648,494,13729,1302,13283,1021,1588,1228,19.39,1.98,21.19,-7.4,7.57,-46.24,0.96,-32.73,103,40_0012625_0012649-reel_begin_end,109,-78.121704,175.848907
6,17532,303,17646,370,17294,1329,16288,1024,1588,1228,19.5,1.78,21.19,-1.44,15.97,-47.54,1.06,-32.88,103,40_0012625_0012649-reel_begin_end,110,-78.124405,175.990204
7,20556,303,20670,306,20177,1316,19315,1031,1588,1228,19.45,1.78,21.14,1.64,13.84,-46.92,1.06,-33.22,103,40_0012625_0012649-reel_begin_end,111,-78.127106,176.121597
8,23575,306,23693,346,23384,1359,22337,1024,1588,1228,19.35,1.64,21.1,-0.28,16.52,-48.98,1.0,-32.88,103,40_0012625_0012649-reel_begin_end,112,-78.130493,176.250504
9,26583,299,26691,296,26405,1349,25335,1024,1588,1228,19.5,1.98,21.1,2.12,16.86,-48.5,1.0,-32.88,103,40_0012625_0012649-reel_begin_end,113,-78.133896,176.379303
10,29603,303,29718,497,29399,1313,28359,1024,1588,1228,19.39,1.78,21.1,-7.54,16.37,-46.77,0.96,-32.88,103,40_0012625_0012649-reel_begin_end,114,-78.135895,176.510193
11,32620,303,32741,480,32131,1289,31383,1021,1588,1228,19.39,1.78,21.19,-6.73,12.15,-45.62,1.06,-32.73,103,40_0012625_0012649-reel_begin_end,115,-78.139297,176.6465
12,35673,303,35781,330,35009,1289,34429,1031,1588,1228,19.5,1.78,21.1,0.48,9.66,-45.62,1.06,-33.22,103,40_0012625_0012649-reel_begin_end,116,-78.141296,176.771301
1,3981,303,4078,306,3538,1316,2736,1024,1591,2736,19.4,1.94,20.84,1.8,12.84,-46.76,0.95,-32.72,103,40_0012650_0012674-reel_begin_end,117,-78.143402,176.9021
2,6984,303,7081,299,5961,1245,5739,1037,1591,2736,19.4,1.94,20.84,2.14,4.24,-43.34,0.95,-33.34,103,40_0012650_0012674-reel_begin_end,118,-78.146103,177.036499
3,9997,306,10094,306,9779,1296,8746,1024,1591,2736,19.4,1.8,20.84,1.8,16.17,-45.79,0.86,-32.72,103,40_0012650_0012674-reel_begin_end,119,-78.1474,177.176193
4,13029,296,13120,293,12455,1289,11778,1024,1591,2736,19.55,2.28,20.9,2.42,11.04,-45.46,1.01,-32.72,103,40_0012650_0012674-reel_begin_end,120,-78.149399,177.314606
5,16035,306,16129,383,15458,1245,14784,1021,1591,2736,19.45,1.8,20.84,-1.9,10.89,-43.34,0.9,-32.57,103,40_0012650_0012674-reel_begin_end,121,-78.150696,177.442093
6,19038,303,19126,296,18783,1343,17790,1024,1591,2736,19.45,1.94,20.75,2.28,15.67,-48.05,0.95,-32.72,103,40_0012650_0012674-reel_begin_end,122,-78.151398,177.574402
7,22068,306,22206,618,21179,1239,20823,1031,1591,2736,19.4,1.8,21.45,-13.2,6.23,-43.05,0.95,-33.05,103,40_0012650_0012674-reel_begin_end,123,-78.152603,177.703903
9,28083,306,28170,470,27694,1316,26838,1021,1591,2736,19.4,1.8,20.69,-6.08,13.64,-46.76,0.95,-32.57,103,40_0012650_0012674-reel_begin_end,124,-78.153305,177.840195
10,31109,306,31190,306,30942,1343,29861,1021,1591,2736,19.45,1.8,20.65,1.8,16.97,-48.05,0.95,-32.57,103,40_0012650_0012674-reel_begin_end,125,-78.156006,177.973801
11,34122,306,34213,296,33482,1289,32878,1024,1591,2736,19.45,1.8,20.79,2.28,9.96,-45.46,1.01,-32.72,103,40_0012650_0012674-reel_begin_end,126,-78.156601,178.101196
12,37124,306,37218,299,36694,1282,35876,1024,1591,2736,21.49,1.8,22.88,2.14,15.12,-45.12,3.14,-32.72,103,40_0012650_0012674-reel_begin_end,127,-78.1586,178.240402
1,2462,303,2562,303,1985,1296,1214,1024,1588,1217,19.22,1.48,20.69,1.48,12.23,-46.0,0.93,-33.0,103,40_0012675_0012699-reel_begin_end,130,-78.161804,178.643906
2,5481,299,5585,303,5106,1286,4237,1021,1588,1217,19.17,1.67,20.69,1.48,13.67,-45.53,0.93,-32.85,103,40_0012675_0012699-reel_begin_end,131,-78.163193,178.776794
3,8491,309,8592,323,8270,1336,7243,1024,1588,1217,19.27,1.19,20.75,0.52,16.03,-47.92,0.97,-33.0,103,40_0012675_0012699-reel_begin_end,132,-78.164505,178.906296
4,11511,306,11612,299,11105,1323,10260,1024,1588,1217,19.37,1.34,20.85,1.67,13.42,-47.3,1.03,-33.0,103,40_0012675_0012699-reel_begin_end,133,-78.1651,179.042694
5,14534,306,14638,299,14343,1356,13289,1031,1588,1217,19.22,1.34,20.75,1.67,16.42,-48.87,0.97,-33.33,103,40_0012675_0012699-reel_begin_end,134,-78.165695,179.175003
6,17539,303,17647,319,16778,1292,16291,1024,1588,1217,19.27,1.48,20.85,0.71,8.11,-45.81,0.97,-33.0,103,40_0012675_0012699-reel_begin_end,135,-78.166397,179.304504
7,20547,303,20691,571,20077,1299,19299,1031,1588,1217,19.33,1.48,21.44,-11.34,12.44,-46.15,1.03,-33.33,103,40_0012675_0012699-reel_begin_end,136,-78.166306,179.4366
8,23580,306,23690,313,22966,1289,22332,1027,1588,1217,19.33,1.34,20.94,1.0,10.33,-45.67,1.03,-33.14,103,40_0012675_0012699-reel_begin_end,137,-78.166199,179.584
9,26585,303,26696,303,26172,1326,25340,1024,1588,1217,19.22,1.48,20.85,1.48,13.17,-47.44,0.97,-33.0,103,40_0012675_0012699-reel_begin_end,138,-78.168198,179.720306
10,29592,306,29700,306,28814,1296,28348,1027,1588,1217,19.27,1.34,20.85,1.34,7.86,-46.0,1.03,-33.14,103,40_0012675_0012699-reel_begin_end,139,-78.167404,179.850601
11,32621,303,32728,303,32416,1346,31373,1031,1588,1217,19.22,1.48,20.79,1.48,16.22,-48.39,0.93,-33.33,103,40_0012675_0012699-reel_begin_end,140,-78.167999,179.986893
12,35634,303,35738,299,35003,1299,34386,1027,1588,1217,19.22,1.48,20.75,1.67,9.97,-46.15,0.93,-33.14,103,40_0012675_0012699-reel_begin_end,141,-78.167999,-179.884201
1,3974,309,4078,370,3732,1349,2726,1024,1594,2729,19.27,1.66,20.8,-1.28,15.7,-48.34,0.87,-32.72,103,40_0012700_0012724-reel_begin_end,142,-78.168594,-179.75
2,6992,306,7089,350,6582,1333,5737,1024,1594,2729,19.41,1.8,20.84,-0.32,13.37,-47.57,0.92,-32.72,103,40_0012700_0012724-reel_begin_end,143,-78.167801,-179.617706
3,9991,303,10085,296,9766,1333,8743,1027,1594,2729,19.27,1.94,20.65,2.28,15.95,-47.57,0.87,-32.86,103,40_0012700_0012724-reel_begin_end,144,-78.167801,-179.478699
4,13022,306,13109,299,12364,1313,11767,1024,1594,2729,19.31,1.8,20.59,2.14,9.61,-46.61,0.81,-32.72,103,40_0012700_0012724-reel_begin_end,145,-78.168396,-179.353302
5,16040,303,16131,306,15134,1266,14789,1024,1594,2729,19.31,1.94,20.65,1.8,5.96,-44.35,0.87,-32.72,103,40_0012700_0012724-reel_begin_end,146,-78.168304,-179.203995
6,19041,306,19129,303,18414,1282,17790,1031,1594,2729,19.35,1.8,20.65,1.94,10.11,-45.12,0.92,-33.05,103,40_0012700_0012724-reel_begin_end,147,-78.168198,-179.065598
7,22059,313,22150,293,21412,1302,20811,1024,1594,2729,19.35,1.46,20.7,2.42,9.82,-46.08,0.96,-32.72,103,40_0012700_0012724-reel_begin_end,148,-78.166702,-178.933304
8,25030,309,25118,306,24655,1313,23836,1031,1594,2729,18.51,1.66,19.81,1.8,12.99,-46.61,0.92,-33.05,103,40_0012700_0012724-reel_begin_end,149,-78.166595,-178.803299
9,28036,306,28117,306,27389,1319,26782,1027,1594,2729,19.35,1.8,20.55,1.8,9.82,-46.9,0.87,-32.86,103,40_0012700_0012724-reel_begin_end,150,-78.169205,-178.673203
10,31051,306,31132,296,30799,1339,29800,1027,1594,2729,19.31,1.8,20.5,2.28,15.6,-47.86,0.87,-32.86,103,40_0012700_0012724-reel_begin_end,151,-78.178696,-178.550507
11,34077,306,34161,296,33812,1349,32825,1021,1594,2729,19.41,1.8,20.65,2.28,15.51,-48.34,0.96,-32.57,103,40_0012700_0012724-reel_begin_end,152,-78.193604,-178.441696
12,37080,303,37161,296,36278,1289,35832,1024,1594,2729,21.39,1.94,22.58,2.28,9.57,-45.46,2.99,-32.72,103,40_0012700_0012724-reel_begin_end,153,-78.216202,-178.3629
1,2458,303,2546,296,2227,1343,1210,1027,1591,1210,19.18,1.94,20.46,2.28,15.81,-48.05,0.98,-32.86,103,40_0012725_0012749-reel_begin_end,155,-78.263901,-178.221207
